mom_id,date,e. Manufacture of dairy products,"(P). MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS","e. Manufacture of cutlery, hand tools and general hardware",a. Manufacture of structural metal products,d. Manufacture of other porcelain and ceramic products,b. Manufacture of refractory products,h. Manufacture of man-made fibres,f. Manufacture of other textiles,a. Manufacture of tobacco products,(C). MANUFACTURE OF TOBACCO PRODUCTS,h. Manufacture of bakery products,g. Manufacture of starches and starch products,d. Manufacture of games and toys,(V). OTHER MANUFACTURING,n. Manufacture of other special-purpose machinery,b. Manufacture of batteries and accumulators,d. Manufacture of consumer electronics,"e. Manufacture of cement, lime and plaster",a. Manufacture of glass and glass products,g. Manufacture of other chemical products,d. Manufacture of pesticides and other agrochemical products,b. Manufacture of fertilizers and nitrogen compounds,a. Manufacture of electronic components,c. Manufacture of builders carpentry and joinery,c. Manufacture of sports goods,d. Manufacture of vegetable and animal oils and fats,b. Manufacture of musical instruments,(U). MANUFACTURE OF FURNITURE,"(S). MANUFACTURE OF MOTOR VEHICLES, TRAILERS AND SEMI-TRAILERS",j. Manufacture of metal-forming machinery and machine tools,f. Manufacture of lifting and handling equipment,(R). MANUFACTURE OF MACHINERY AND EQUIPMENT,g. Manufacture of other electrical equipment,f. Manufacture of domestic appliances,c. Manufacture of communication equipment,f. Manufacture of other fabricated metal products,"b. Manufacture of tanks, reservoirs and containers of metal",i. Manufacture of non-ferrous metals incl. precious metals,"f. Manufacture of articles of concrete, cement and plaster",c. Manufacture of clay building materials,c. Manufacture of plastics products,(J). MANUFACTURE OF CHEMICALS AND CHEMICAL PRODUCTS,c. Manufacture of other articles of paper and paperboard,(H). MANUFACTURE OF PAPER AND PAPER PRODUCTS,d. Manufacture of wooden containers,b. Manufacture of knitted and crocheted apparel,c. Manufacture of knitted and crocheted fabrics,(A). MANUFACTURE OF FOOD PRODUCTS,c. Manufacture of footwear,"d. Manufacture of bearings, gears, gearing and driving elements","e. Manufacture of cordage, rope, twine and netting",c. Manufacture of motor cycles,b. Manufacture of railway locomotives and rolling stock,(T). MANUFACTURE OF OTHER TRANSPORT EQUIPMENT,h. Manufacture of other general-purpose machinery,"e. Manufacture of ovens, furnaces and furnace burners",(Q). MANUFACTURE OF ELECTRICAL EQUIPMENT,f. Manufacture of watches and clocks,b. Manufacture of computers and peripheral equipment,(M). MANUFACTURE OF OTHER NON-METALLIC MINERAL PRODUCTS,b. Manufacture of other rubber products,(L). MANUFACTURE OF RUBBER AND PLASTICS PRODUCTS,"a. Manufacture of pulp, paper and paperboard",(G). MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK  ,"d. Manufacture of made-up textile articles, except apparel",(D). MANUFACTURE OF TEXTILES,b. Manufacture of malt liquors and malt,p. Manufacture of prepared animal feeds,n. Manufacture of processed ready to eat food,"j. Manufacture of cocoa, chocolate and sugar confectionery",f. Manufacture of grain mill products,"b. Manufacture of luggage, handbags, saddlery and harness",d. Manufacture of bicycles and invalid carriages,e. Manufacture of medical and dental instruments and supplies,(N). MANUFACTURE OF BASIC METALS,l. Manufacture of Tea & Coffee products,a. Manufacture of wines & spirits,III   MANUFACTURED PRODUCTS,a. Manufacture of jewellery and related articles,a. Manufacture of furniture,e. Manufacture of other transport equipment,b. Manufacture of parts and accessories for motor vehicles,a. Manufacture of motor vehicles,i. Manufacture of agricultural and forestry machinery,g. Manufacture of office machinery and equipment,"c. Manufacture of other pumps, compressors, taps and valves",b. Manufacture of fluid power equipment,o. Manufacture of renewable electricity generating equipment,m. Manufacture of Processed condiments & salt,c. Manufacture of plastic and synthetic rubber in primary form,a. Manufacture of basic chemicals,(F). MANUFACTURE OF LEATHER AND RELATED PRODUCTS,"a. Manufacture of wearing apparel (woven), except fur apparel",(E). MANUFACTURE OF WEARING APPAREL,(B). MANUFACTURE OF BEVERAGES,o. Manufacture of Health supplements,h. Manufacture of other non-metallic mineral products,"i. Manufacture of sugar, molasses & honey"
2020-Apr,01-04-2020,170.64,221.43,20.78,109.96,23.8,22.96,28.13,22.92,75.7,75.7,28.46,14.11,0.62,137.46,58.29,27.53,63.77,183.65,34.76,76.73,51.54,169.51,38.22,5.84,1.53,304.53,0.2,92.54,580.67,24.29,31.2,529.51,22.3,42.25,34.57,88.33,80.74,174.59,33.75,12.68,157.51,705.28,37.13,131.49,13.24,29.84,21.54,1178.48,36.72,37.74,13.87,155.61,12.09,200.97,52.41,0.59,310.42,10.26,47.55,351.18,24.82,240.15,59.75,95.65,38.54,566.51,28.18,54.55,3.09,22.06,281.79,9.96,14.33,7.01,974.65,46.9,48.1,7366.34,128.06,92.54,0.19,266.9,313.88,98.21,0.73,58.14,18.25,3.42,25.21,99.33,157.98,60.02,72.08,101.69,111.51,33.64,12.07,132.89
2020-May,01-05-2020,166.91,221.63,20.9,109.57,23.29,22.96,27.66,23.41,77.74,77.74,28.54,13.89,0.65,138.15,59.12,27.55,63.83,185.45,35.24,76.86,51.75,169.93,38.37,5.82,1.53,302.84,0.2,92.33,587.74,24.29,31.2,529.04,22.26,42.29,34.54,86.67,78.73,172.59,34.13,12.5,157.51,707.11,36.92,131.71,12.72,29.71,21.75,1176.75,37,37.4,14.12,161.7,12.11,207.14,52.25,0.59,312.67,10.26,47.55,352.37,24.96,240.37,60.13,96.01,38.37,557.79,28.2,54.41,3.02,22.14,280.45,9.93,14.37,7.09,940.95,51.75,48.34,7335.31,128.6,92.33,0.19,268.76,319.32,97.8,0.73,57.05,17.92,3.45,25.72,99.52,157.7,60.32,71.82,101.33,111.87,32.68,12.07,131.31
2020-Jun,01-06-2020,167.93,221.43,20.78,109.09,23.23,23.35,26.92,23.12,76.77,76.77,28.65,13.02,0.64,146.39,58.47,27.78,64.75,182.61,36.21,76.06,52.78,169.51,37.63,5.92,1.53,309.59,0.2,89.74,590.77,23.98,31.12,528.1,22.4,42.15,34.66,89.05,79.96,174.92,34.87,13.04,158.34,708.34,36.58,131.27,13.36,29.35,22.29,1188.85,36.91,36.64,14.07,162.23,12.22,207.64,52.21,0.59,315.2,10.33,47.58,352.67,24.8,241.04,59.31,96.73,38.11,550.04,28.16,55.07,3.01,22.07,279.29,9.97,14.36,7.18,945.5,55.62,48.58,7360.14,136.88,89.74,0.19,270.39,320.68,97.4,0.73,57.73,17.81,3.44,25.18,102.05,157.29,59.96,71.41,100.52,111.96,32.68,12.07,133.78
2020-Jul,01-07-2020,164.77,220.82,20.96,108.5,23.12,23.35,26.78,22.82,76.29,76.29,28.67,12.51,0.65,153.61,58.84,27.36,64.49,182.01,35.78,76.06,53.21,169.51,37.94,5.93,1.53,313.44,0.19,89.32,592.29,24,31.43,529.04,21.95,42.29,34.48,89.12,78.92,178.42,34.21,12.4,157.65,709.56,36.48,130.73,13.38,28.55,21.79,1191.44,36.94,36.74,14.15,164.08,12.15,209.47,52.21,0.59,316.89,10.31,47.58,349.69,24.64,240.15,58.73,96.87,37.96,546.66,27.96,54.97,3.02,22.13,277.56,9.97,14.38,7.19,945.5,58.27,48.62,7366.34,144.18,89.32,0.19,270.16,322.86,97.4,0.73,57.57,17.87,3.44,25.55,103.92,156.75,60.02,71.46,99.86,111.51,32.08,12.07,135.24
2020-Aug,01-08-2020,164.43,220.62,21.05,107.72,22.76,23.05,25.98,22.36,74.06,74.06,28.65,11.97,0.64,158.31,59.12,27.48,63.77,180.21,35.86,75.79,53.68,169.93,38.53,6.19,1.53,323.08,0.2,90.16,593.29,23.87,31.76,532.79,22.1,42.43,34.3,88.26,78.21,182.08,34.05,12.6,158.76,710.79,35.93,129.75,13.39,29.78,21.92,1208.74,37.06,36.41,14.01,164.74,12.16,209.97,52.37,0.59,314.36,10.39,47.58,347.6,24.53,240.82,58.34,96.37,38.05,547.14,28.44,55.33,3.08,22.01,277.95,10.01,14.29,7.2,970.1,64.42,48.3,7409.78,148.97,90.16,0.19,271.33,322.31,98.13,0.73,58.4,18.18,3.42,25.56,105.13,157.43,60.22,71.15,100.67,111.78,32.64,12.07,134.79
2020-Sep,01-09-2020,164.65,220.02,21.13,107.23,22.97,23.22,26.04,22.12,75.17,75.17,28.77,11.75,0.65,156.82,59.49,27.74,63.7,179.16,36.43,75.59,53.72,169.1,38.1,6.19,1.53,330.79,0.19,91.28,597.33,24.09,31.93,532.79,22.12,42.72,34.33,89.27,79.76,184.58,33.99,13.27,162.76,710.79,35.74,129.86,13.68,30.14,21.75,1216.52,37.43,36.67,14.56,165.27,12.04,210.47,52.41,0.6,316.89,10.4,47.62,348.2,24.66,245.07,58.49,96.58,38.08,550.04,28,56.02,3.05,22.01,276.79,9.97,14.33,7.17,985.58,65.07,48.18,7453.22,147.44,91.28,0.19,270.39,327.48,98.29,0.73,57.68,18.25,3.43,25.55,105.13,157.16,60.53,71.41,101.26,110.53,31.84,12.07,134.34
2020-Oct,01-10-2020,163.41,219.41,21.15,109.38,22.99,23.33,26.33,22.51,76.29,76.29,28.77,11.98,0.64,155.67,60.05,28.07,62.79,178.86,36.29,75.79,53.81,169.1,38.49,6.24,1.54,338.74,0.19,92.68,593.8,23.96,31.99,535.13,22.22,42.43,34.3,89.48,81.32,185.57,34.21,12.44,164,715.07,35.56,130.18,13.46,30.44,21.66,1214.79,37,37.64,14.77,166.2,12.04,211.31,53.31,0.59,316.89,10.31,47.62,347.3,24.5,246.19,58.49,96.44,38.08,555.86,27.47,55.79,3.01,22.06,274.87,9.93,14.37,7.22,991.96,62.21,48.22,7471.84,146.24,92.68,0.19,268.99,325.3,97.88,0.73,57.68,18.33,3.48,25.53,107.66,158.53,60.02,71.1,101.26,110.36,31.26,12.07,133.11
2020-Nov,01-11-2020,163.64,218.81,21.46,110.35,22.99,23.58,26.98,22.43,75.56,75.56,28.86,12.38,0.64,154.64,59.54,27.71,61.62,178.41,35.89,76.99,53.89,168.97,39.15,6.24,1.54,356.81,0.19,93.45,595.31,23.98,31.85,533.26,22.4,42.65,34.36,90.56,82.62,188.9,34.57,13.34,168.28,723.64,35.52,130.84,13.68,30.75,21.91,1231.22,37.31,36.67,14.84,167.39,12.05,212.64,52.12,0.61,318.58,10.31,47.2,348.5,24.77,250.67,58.68,97.16,38.4,565.54,27.8,56.35,3.06,22.18,273.9,9.93,14.38,7.24,1015.64,58.48,48.02,7546.31,145.16,93.45,0.19,269.23,326.66,98.21,0.73,57.94,18.3,3.48,25.83,110.46,161.26,60.12,71.72,102.13,110.27,31.22,12.65,132.89
2020-Dec,01-12-2020,165.56,221.02,21.36,113.27,23.35,23.48,28.22,22.49,76.09,76.09,28.94,13.23,0.65,153.96,60.47,27.15,63.44,179.31,36.29,77.06,53.89,169.93,38.88,6.2,1.54,373.43,0.19,94.49,597.84,23.85,32.1,537,22.75,43.08,34.42,91.36,86.12,195.89,34.87,13.04,172.84,732.83,35.74,132.26,13.58,30.62,21.75,1245.05,37.59,37.7,15.01,166.86,12.05,212.64,51.96,0.61,323.93,10.31,47.34,349.99,24.96,256.04,59.55,97.59,38.4,576.68,27.45,56.29,3.09,22.11,272.56,9.98,14.83,7.22,1054.81,54.71,47.9,7651.81,144.5,94.49,0.19,270.63,328.02,97.96,0.73,57.94,18.39,3.5,26.11,113.83,164,60.47,71.56,101.91,109.73,30.66,12.65,132.66
2021-Jan,01-01-2021,166.01,221.83,21.42,116.58,23.65,23.73,28.81,22.61,76.33,76.33,28.88,13.21,0.65,153.15,60.1,27.2,64.49,178.26,36.75,78,53.68,169.79,38.84,6.24,1.57,383.07,0.2,95.61,599.35,23.98,32.44,540.28,22.38,43.29,34.57,92.08,87.16,198.39,34.57,12.76,176.01,739.56,36.27,135.2,13.65,30.53,22.02,1255.43,37.68,37.17,15.13,168.18,12.03,213.98,53.31,0.6,325.62,10.32,47.34,349.99,25.25,259.84,61.1,98.32,38.81,596.04,27.52,56.68,3.07,22.16,273.33,9.98,15.01,7.26,1118.57,53.76,48.06,7775.93,143.63,95.61,0.19,270.86,328.84,99.09,0.73,58.4,18.28,3.51,26.11,114.58,168.25,60.47,71.87,102.13,110.44,30.86,12.74,131.09
2021-Feb,01-02-2021,165.33,223.84,21.48,115.51,23.69,23.78,29.22,22.98,76.96,76.96,29.02,13.11,0.66,157.39,60.98,27.6,66.63,179.46,36.8,79.07,53.64,170.34,39.11,6.27,1.57,396.08,0.22,96.59,603.9,23.78,32.33,540.75,22.32,43.97,34.54,92.8,90.01,201.05,34.76,13.09,176.43,753.64,36.36,137.05,13.71,30.75,22.17,1267.53,37.4,37.5,15.55,168.98,12.03,214.81,52.29,0.52,328.99,10.3,47.34,351.48,25.52,260.29,62.31,98.24,38.52,604.76,27.78,57.6,3.13,22.02,272.94,10.03,15.03,7.25,1103.09,51.65,48.22,7819.37,147.88,96.59,0.19,273.66,330.47,98.85,0.73,58.3,18.19,3.52,26.35,120.38,174.13,59.51,71.82,102.21,111.16,30.97,12.43,130.98
2021-Mar,01-03-2021,167.14,223.64,21.95,115.9,23.84,24.29,30.31,23.04,76.38,76.38,29.02,13.34,0.67,153.73,61.49,27.38,65.66,185.15,37.03,80.34,53.72,171.3,39.38,6.3,1.57,415.59,0.22,100.16,606.42,24.09,32.44,544.03,22.61,44.29,34.96,93.45,91.31,206.05,34.68,13.21,182.36,768.95,37.69,142.51,13.95,30.66,22.67,1295.2,37.56,37.44,15.77,168.71,11.96,214.64,53.68,0.52,334.62,10.31,47.37,358.33,26.05,267.45,65.74,99.33,38.72,616.86,28.22,58.95,3.17,22.09,272.36,10.1,15.06,7.25,1129.5,55.62,48.34,7937.28,144.18,100.16,0.2,275.05,331.83,99.09,0.73,59.03,18.33,3.53,26.09,127.39,178.38,59.96,72.18,102.5,111.51,30.73,12.38,131.09
2021-Apr,01-04-2021,168.15,224.85,21.99,117.46,24.35,23.93,30.2,23.35,77.59,77.59,29.36,13.5,0.67,153.38,61.44,27.41,66.24,186.8,37.63,82.28,54.28,173.77,39.77,6.3,1.59,440.17,0.22,101.98,601.37,24.31,32.33,546.84,22.46,44.58,34.93,94.6,90.4,209.54,35.17,13.43,186.78,783.64,38.9,144.79,13.72,30.9,23.22,1333.24,37.71,38,16.07,168.71,11.97,214.81,53.51,0.53,333.78,10.39,47.41,361.32,26.24,273.49,67,99.83,39.01,623.16,28.36,61.7,3.2,22.13,274.67,10.07,15.11,7.3,1171.4,58.21,48.86,8061.4,143.63,101.98,0.2,275.99,325.85,99.26,0.73,59.34,18.31,3.53,26.76,131.14,182.76,60.27,72.18,102.72,112.14,31.66,12.27,132.89
2021-May,01-05-2021,167.7,224.85,22.04,119.41,22.93,24.31,30.17,23.84,77.11,77.11,29.58,13.8,0.68,160.03,61.58,27.24,66.05,185.75,38.48,82.75,54.54,175.28,39.03,6.3,1.59,460.16,0.23,102.33,603.39,24.29,32.69,549.66,22.65,44.76,35.56,95.61,96.95,219.69,35.37,13.51,185.12,786.09,38.28,144.58,13.83,30.29,23.37,1360.05,37.77,37.67,16.24,170.7,11.97,216.81,53.72,0.53,334.34,10.33,47.48,360.42,25.87,271.26,66.42,99.76,38.66,622.19,28.2,63.94,3.19,22.39,276.02,10.13,15.19,7.33,1216.04,59.36,49.06,8160.69,150.38,102.33,0.2,278.32,325.3,100.47,0.73,59.76,18.33,3.54,26.95,127.02,185.22,60.93,72.39,102.43,112.23,32.3,12.49,134.01
2021-Jun,01-06-2021,167.03,227.07,21.93,119.12,23.5,24.18,30.23,23.88,76.29,76.29,29.77,13.85,0.68,158.54,62.18,27.64,66.11,186.5,38.7,83.49,55.01,173.64,40.24,6.4,1.61,444.5,0.22,101.28,608.44,24.45,32.77,553.4,23.16,44.79,36.25,96.62,98.76,220.53,35.39,13.05,182.78,785.48,38.77,145.01,13.94,30.83,23.26,1347.08,36.75,39.03,16.1,168.45,11.93,214.48,54.25,0.54,338.28,10.36,47.48,361.91,26.72,269.91,66.03,100.05,39.01,628,28.14,64.92,3.25,22.25,277.18,10.12,15.23,7.33,1220.59,60.62,49.14,8166.9,148.86,101.28,0.2,280.18,328.3,100.79,0.73,59.18,18.31,3.53,26.93,124.87,185.9,60.02,72.81,103.38,112.05,32.79,12.68,133.33
2021-Jul,01-07-2021,167.14,227.87,21.95,119.99,23.86,24.44,30.28,24.15,77.98,77.98,29.71,13.99,0.68,156.93,61.72,28.23,66.89,189.05,39.16,84.09,55.22,174.87,40.51,6.39,1.62,447.15,0.23,102.26,612.48,25.44,32.83,558.56,23.06,45.19,35.95,96.62,101.29,222.02,35.06,12.83,183.88,791.6,39.55,145.56,14.46,31,23.51,1347.08,36.57,40.06,15.88,171.62,12.01,217.81,55.1,0.54,340.81,10.54,47.41,365.49,26.94,271.7,65.6,101.13,39.33,633.33,28.62,66.37,3.17,21.92,275.06,10.09,15.24,7.36,1220.59,58.58,49.39,8210.34,147.12,102.26,0.2,282.28,330.47,102.08,0.73,59.24,18.33,3.52,26.9,126.37,188.23,59.81,73.07,103.82,112.85,33.68,13.3,132.44
2021-Aug,01-08-2021,167.48,227.67,22.3,120.87,23.69,24.4,30.58,24.17,77.74,77.74,29.92,14.34,0.69,152.7,62.18,28.4,67.02,188,38.62,84.56,55.74,175.97,40.36,6.38,1.62,454.62,0.21,104.22,615.01,25.55,33.53,560.43,23.34,45.69,35.83,97.77,101.94,224.02,35.37,13.1,186.09,797.72,38.4,144.47,14.88,30.96,23.66,1362.64,37.12,38.96,15.78,172.15,12.06,218.48,54.98,0.55,342.78,10.6,47.41,364,26.7,274.17,65.65,101.56,39.56,642.04,28.75,68.63,3.13,22.16,277.18,10.06,15.24,7.36,1237.9,57.08,49.71,8266.19,142.87,104.22,0.2,284.61,330.47,102.57,0.73,59.7,18.42,3.52,27.11,128.05,188.37,60.37,73.27,103.96,113.48,34.31,13.64,135.69
2021-Sep,01-09-2021,168.27,227.07,22.32,120.77,23.78,23.8,30.99,24.72,77.4,77.4,30.11,14.35,0.69,154.76,62.83,28.68,66.11,186.5,38.87,85.09,55.65,175.42,40.82,6.38,1.62,454.38,0.22,103.59,616.52,25.6,33.56,565.59,23.04,46.05,35.83,98.27,101.36,229.85,35.28,13.04,188.71,802.62,38.71,145.99,14.77,31.22,23.75,1373.01,37.12,39.53,15.78,173.34,11.99,219.65,55.47,0.55,343.35,10.6,47.41,362.51,27.04,277.3,67,101.49,40.08,645.43,28.75,68.34,3.14,22.23,280.64,10.06,15.34,7.43,1255.21,57.29,49.55,8315.84,144.83,103.59,0.2,284.61,332.38,104.18,0.73,59.55,18.39,3.54,27.4,129.26,190.83,60.53,74.47,105.43,113.21,34.48,13.69,141.98
2021-Oct,01-10-2021,168.04,228.48,22.41,120.29,23.76,24.7,31.94,24.97,77.54,77.54,30.33,14.48,0.68,158.19,62.23,29.13,66.89,189.5,38.96,87.71,56.38,176.25,41.14,6.4,1.65,451.25,0.22,105.62,620.56,25.71,33.67,564.18,23.08,46.05,35.83,98.63,102.2,237.84,35.23,14.63,194.92,822.21,39.61,149.59,14.4,31.82,23.64,1370.42,37.19,39.3,16,174.4,12.08,220.81,54.29,0.53,346.72,10.58,47.44,369.07,27.34,283.56,68.4,101.99,40.25,652.69,29.06,66.01,3.14,22.66,281.02,10.08,15.34,7.43,1310.77,57.19,49.67,8433.75,148.31,105.62,0.2,288.11,332.65,104.51,0.73,59.76,18.48,3.55,27.3,132.73,200.55,60.68,74.1,105.57,113.66,34.37,14.38,143.55
2021-Nov,01-11-2021,167.14,229.49,22.61,120.87,23.89,24.98,32.2,25.05,77.01,77.01,30.86,15.14,0.69,156.48,62.51,28.96,67.09,193.09,39.22,89.71,56.29,178.03,41.56,6.4,1.66,443.78,0.22,105.2,626.12,25.71,34.12,566.06,23.08,46.37,36.19,98.63,104.21,238.17,35.45,14.01,195.75,835.07,41.28,152.21,14.4,31.86,24.15,1362.64,37.22,39,16.1,174.93,12.06,221.31,54.25,0.53,346.72,10.59,47.51,373.54,27.79,285.58,69.86,102.5,40.57,668.67,29.04,64.73,3.14,22.49,282.37,10.23,15.41,7.43,1308.04,58.41,49.75,8477.19,146.57,105.2,0.2,289.97,336.18,104.83,0.73,60.33,18.85,3.53,27.67,134.97,205.34,60.53,74.05,105.57,113.57,34.31,15.12,140.85
2021-Dec,01-12-2021,167.48,228.68,22.59,121.55,24.33,25.47,32.2,25.27,78.37,78.37,31.25,15.37,0.69,156.59,63.16,29.13,65.59,190.4,40.86,89.78,57.06,180.09,41.84,6.4,1.66,433.9,0.22,107.92,626.62,25.4,34.43,567.46,23.22,46.8,36.19,99.64,105.12,239.33,35.61,14.23,193.68,837.52,42.24,153.95,14.58,32.02,24.29,1353.99,37.46,39.7,15.74,175.72,11.93,221.98,53.31,0.53,347.85,10.59,47.51,372.94,27.98,284.46,70.29,102.79,40.89,674,28.95,65.51,3.16,22.78,281.99,10.27,15.42,7.35,1292.55,59.56,49.83,8470.98,146.79,107.92,0.2,290.67,335.91,105.39,0.73,60.48,18.74,3.55,27.56,133.38,204.39,61.09,74.26,105.94,113.48,34.04,15.03,140.41
2022-Jan,01-01-2022,168.61,232.91,22.57,121.36,24.76,25.49,32.14,25.17,77.79,77.79,31.42,15.78,0.69,158.42,63.25,29.55,65.98,190.25,41.09,91.25,58.35,183.25,43,6.41,1.68,435.59,0.22,107.22,632.68,25.4,34.51,569.81,23.57,46.98,38.63,101.08,103.76,242.33,35.61,15.46,194.23,841.8,42.86,154.93,14.29,31.93,24.82,1356.59,37.77,40.06,15.78,176.12,12.11,222.48,54.49,0.54,351.23,10.74,47.48,375.03,27.93,284.91,70.19,102.35,41.07,678.84,29.11,65.58,3.18,22.92,283.14,10.35,15.44,7.34,1303.48,57.08,49.83,8514.43,148.64,107.22,0.21,290.91,341.9,106.52,0.73,60.22,18.83,3.56,28.68,131.7,206.58,61.65,74.31,105.94,113.57,33.91,15.4,139.96
2022-Feb,01-02-2022,171.54,234.52,22.55,122.04,24.72,25.66,32.76,25.58,77.35,77.35,31.42,16.3,0.69,160.94,63.11,29.43,66.57,192.34,41.09,92.12,59.85,183.8,43.39,6.42,1.69,458,0.21,108.2,634.19,25.82,34.82,571.68,23.22,46.98,38.63,100.94,103.63,248.65,35.83,15.73,194.1,852.21,43.11,156.24,14.58,31.82,24.76,1387.71,37.68,39.83,15.61,176.78,11.92,222.98,55.31,0.56,351.23,10.8,47.44,377.71,28.11,284.91,70.73,103.08,41.24,689.49,29.31,67.02,3.21,23.09,284.1,10.4,15.41,7.29,1339.92,56.3,50.15,8619.92,151.25,108.2,0.21,291.84,342.44,106.69,0.73,59.86,19.01,3.57,28.66,134.6,209.72,61.85,74.41,105.94,113.83,36.51,15.29,140.07
2022-Mar,01-03-2022,176.51,234.52,22.37,123.89,24.82,25.47,33.47,25.85,78.61,78.61,31.77,16.83,0.7,167.93,63.48,29.93,66.37,194.44,41.43,94.07,60.58,185.59,43.39,6.42,1.7,487.87,0.21,110.02,635.2,26.15,34.91,574.96,23.12,46.94,38.69,101.44,105.96,258.64,36.13,15.54,199.89,871.19,44.87,161.91,14.82,32.06,24.52,1432.67,37.52,39.6,15.3,176.91,11.92,223.32,54.82,0.56,354.6,10.95,47.48,380.69,28.49,290.95,73.58,104.16,42.69,696.76,29.42,69.09,3.22,23.21,288.92,10.39,15.54,7.64,1434.65,57.49,50.47,8830.92,157.9,110.02,0.21,294.87,340.26,107.25,0.73,60.17,19.04,3.6,28.94,140.11,213.69,61.39,74.52,106.23,113.3,37.06,15.74,139.84
2022-Apr,01-04-2022,180.01,234.52,23.13,127.69,24.74,25.45,34.15,26.17,79.67,79.67,32.29,17.4,0.72,168.96,63.34,30.44,65.72,199.83,42.85,95.67,60.96,189.02,44.05,6.63,1.71,507.63,0.21,108.55,636.72,26.18,35.19,582.46,23.3,47.69,38.51,103.53,109.27,259.97,36.41,15.95,203.35,892.01,47.19,167.58,14.39,32.23,25.35,1468.99,37.74,40.23,15.66,177.84,11.92,224.32,58.61,0.57,358.54,10.86,47.48,389.04,28.27,294.76,75.9,105.31,43.24,705.96,29.5,70.18,3.31,23.21,291.42,10.26,15.58,7.58,1468.35,60.68,50.67,8979.86,158.99,108.55,0.22,297.9,338.9,107.82,0.73,61,19.1,3.61,29.56,143.58,222.73,61.7,75.35,107.26,113.92,38.64,16.32,140.74
2022-May,01-05-2022,181.48,233.51,23.13,130.22,24.99,25.32,33.97,26.4,79.53,79.53,32.56,17.72,0.71,165.07,63.62,30.51,64.23,203.88,42.17,96.28,60.88,191.22,44.68,6.63,1.72,514.61,0.21,109.04,643.79,26.29,35.16,585.27,23.38,47.94,38.51,103.68,110.44,255.14,36.79,16.01,203.21,899.96,48.43,170.42,14.61,32.36,25.41,1476.77,37.96,40.03,15.77,179.03,11.93,225.65,59.14,0.57,357.98,10.88,47.55,393.21,28.52,295.43,76.39,102.21,43.96,719.03,29.81,67.98,3.27,23.18,292,10.23,15.63,7.55,1441.03,60.45,51.23,8998.48,154.96,109.04,0.22,300.93,343.26,108.06,0.73,61.11,19.26,3.63,29.82,142.17,228.07,61.9,75.4,107.4,114.55,37.89,16.23,141.75
2022-Jun,01-06-2022,181.37,234.93,23.19,131.1,24.95,25.47,34.56,26.38,79.38,79.38,33.36,17.29,0.73,159.91,64.18,30.98,64.81,208.22,43.42,96.68,61.86,196.85,45.14,6.68,1.73,493.17,0.2,109.81,645.3,26.31,35.24,586.21,23.61,48.05,38.45,102.74,107.52,249.32,36.71,16.49,201.14,907.92,48.24,169.87,14.35,32.4,25.28,1461.21,38.51,40.29,15.35,179.43,11.96,225.98,58.21,0.57,361.92,11.1,47.51,399.47,28.54,293.86,77.06,102.43,44.75,722.9,29.9,67.75,3.27,23.04,293.73,10.17,15.63,7.45,1366.33,64.52,51.23,8930.22,149.95,109.81,0.22,301.16,344.07,109.03,0.73,61.16,19.33,3.64,29.71,141.05,228.07,62.46,75.3,107.4,114.64,39.69,16.16,141.3
2022-Jul,01-07-2022,183.4,233.51,23.15,128.95,25.1,25.45,34.06,26.58,80.3,80.3,34.02,17.64,0.73,165.3,64.45,31.1,63.64,205.82,44.21,97.01,62.29,198.5,45.14,6.69,1.74,458.48,0.22,110.09,646.82,26.51,35.52,589.49,23.57,48.12,38.63,104.76,106.16,240.17,36.85,16.32,198.79,904.86,46.82,168.35,14.58,32.49,25.26,1437.86,38.82,41.42,15.22,179.96,11.96,227.15,58.9,0.57,358.54,10.88,47.51,398.58,28.65,293.41,77.02,103.29,44.95,713.22,29.84,67.94,3.28,23.2,301.62,10.19,15.73,7.36,1360.87,64.59,51.19,8886.78,155.39,110.09,0.22,300.7,346.25,110.32,0.73,61.37,19.52,3.65,30.21,136.75,226.84,62.82,76.02,108.21,114.19,39.46,16.41,141.19
2022-Aug,01-08-2022,185.09,235.33,23.21,131.1,25.29,25.68,33.38,26.17,79.48,79.48,34.11,17.71,0.72,169.53,64.92,31.1,64.62,205.38,44.33,96.01,62.51,199.05,45.22,6.68,1.74,449.08,0.22,109.95,641.26,26.88,35.24,590.89,23.91,48.33,38.9,105.19,104.8,236,37.01,15.6,194.51,897.52,45.74,168.45,14.99,32.83,25.62,1441.32,39.07,41.36,15.16,181.41,12.13,228.82,57.8,0.57,361.92,11.1,47.51,397.98,28.92,289.61,77.98,103.94,45.15,709.34,29.77,69.82,3.23,23.2,310.86,10.14,15.73,7.39,1356.31,63.33,51.51,8886.78,159.75,109.95,0.22,302.79,338.36,110.16,0.73,61.26,19.38,3.64,30.91,133.47,222.18,62.87,76.75,109.31,114.46,40.09,16.4,141.86
